Unnamed: 0,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
10,D.Jones,New York Giants,22,12,30.8,272,7.4,155,7.0,4.2,35,1.6,0,0.0%,0,0.0%,2,0,0,0,2,5.0%,1,8.0,/players/J/JoneDa05.htm,37,190,0,2,15,23,50.5,7,26,1,10,0,0,100.0,1110,Carolina Panthers,0,Allianz Arena,outdoors,grass,43,88,8,4,Mostly Cloudy
11,J.Herbert,Los Angeles Chargers,14,8,44.4,111,6.2,71,5.1,3.9,93,6.6,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,5,5.8,/players/H/HerbJu00.htm,18,164,1,0,0,37,123.1,9,32,1,8,0,0,100.0,1110,Tennessee Titans,1,SoFi,indoors,turf,73,45,10,1,Clear
12,W.Levis,Tennessee Titans,18,10,33.3,182,7.9,104,5.8,4.5,71,3.9,0,0.0%,0,0.0%,7,0,0,0,7,21.2%,3,8.0,/players/L/LeviWi00.htm,23,175,2,0,18,41,127.4,5,41,0,12,1,0,100.0,1110,Los Angeles Chargers,0,SoFi,indoors,turf,73,45,10,1,Clear
13,C.Williams,Chicago Bears,16,6,15.4,187,6.2,72,4.5,2.4,48,3.0,0,0.0%,0,0.0%,9,0,0,0,9,22.0%,2,7.5,/players/W/WillCa03.htm,30,120,0,0,51,18,63.2,2,15,0,10,0,0,100.0,1110,New England Patriots,1,Soldier Field,outdoors,grass,60,70,13,17,Mostly Cloudy
14,D.Maye,New England Patriots,15,9,34.6,208,8.3,85,5.7,3.4,99,6.6,0,0.0%,0,0.0%,1,0,0,0,1,3.4%,3,8.3,/players/M/MayeDr00.htm,25,184,1,1,0,28,79.4,4,24,0,19,0,0,100.0,1110,Chicago Bears,0,Soldier Field,outdoors,grass,60,70,13,17,Mostly Cloudy
15,P.Mahomes,Kansas City Chiefs,28,13,28.3,184,4.4,78,2.8,1.9,188,6.7,0,0.0%,0,0.0%,4,0,0,0,4,8.2%,3,6.3,/players/M/MahoPa00.htm,42,266,1,0,23,35,92.0,3,19,0,12,0,0,100.0,1110,Denver Broncos,1,GEHA Field at Arrowhead,outdoors,grass,57,65,11,0,Clear
16,B.Nix,Denver Broncos,22,12,37.5,229,7.6,94,4.3,3.1,121,5.5,0,0.0%,0,0.0%,2,0,0,0,2,6.1%,1,3.0,/players/N/NixxBo00.htm,30,215,2,0,33,34,115.3,3,-5,0,3,1,0,100.0,1110,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,57,65,11,0,Clear
17,T.Lance,Dallas Cowboys,4,1,12.5,48,8.0,13,3.3,2.2,8,2.0,0,0.0%,0,0.0%,2,0,0,0,2,25.0%,0,0.0,/players/L/LancTr00.htm,6,21,0,1,7,10,32.6,3,17,0,11,0,0,25.0,1110,Philadelphia Eagles,1,AT&amp;T,indoors,turf,79,43,0,0,Clear
18,C.Rush,Dallas Cowboys,13,3,12.5,148,6.4,15,1.2,0.7,30,2.3,0,0.0%,0,0.0%,1,0,0,0,1,4.2%,0,0.0,/players/R/RushCo00.htm,23,45,0,0,10,10,61.7,2,2,0,2,2,2,75.0,1110,Philadelphia Eagles,1,AT&amp;T,indoors,turf,79,43,0,0,Clear
19,J.Hurts,Philadelphia Eagles,14,9,36.0,227,11.4,120,8.6,6.0,82,5.9,0,0.0%,0,0.0%,5,0,0,0,5,17.9%,3,15.3,/players/H/HurtJa00.htm,20,202,2,1,46,44,115.0,7,56,2,24,1,1,79.0,1110,Dallas Cowboys,0,AT&amp;T,indoors,turf,79,43,0,0,Clear
20,B.Mayfield,Tampa Bay Buccaneers,18,8,25.8,154,5.3,33,1.8,1.1,83,4.6,0,0.0%,0,0.0%,2,0,0,0,2,6.3%,1,3.0,/players/M/MayfBa00.htm,29,116,1,0,11,15,82.0,3,3,0,3,3,0,100.0,1110,San Francisco 49ers,1,Raymond James,outdoors,grass,86,57,8,2,Partly Cloudy
21,B.Purdy,San Francisco 49ers,25,17,43.6,249,6.9,181,7.2,5.0,172,6.9,0,0.0%,0,0.0%,3,0,0,0,3,7.1%,3,6.0,/players/P/PurdBr00.htm,36,353,2,0,15,46,119.3,4,17,0,10,1,0,100.0,1110,Tampa Bay Buccaneers,0,Raymond James,outdoors,grass,86,57,8,2,Partly Cloudy
22,J.Flacco,Indianapolis Colts,26,14,35.9,276,7.9,206,7.9,5.9,66,2.5,0,0.0%,0,0.0%,4,0,0,0,4,10.3%,0,0.0,/players/F/FlacJo00.htm,35,272,2,3,32,32,79.7,0,0,0,0,1,1,100.0,1110,Buffalo Bills,1,Lucas Oil,indoors,turf,62,84,11,3,Mostly Cloudy
23,J.Allen,Buffalo Bills,22,11,28.2,253,6.8,150,6.8,4.1,130,5.9,0,0.0%,0,0.0%,2,0,0,0,2,4.9%,2,10.5,/players/A/AlleJo02.htm,37,280,0,2,0,44,60.6,8,50,1,21,0,0,99.0,1110,Indianapolis Colts,0,Lucas Oil,indoors,turf,62,84,11,3,Mostly Cloudy
