,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
10,S.Darnold,Minnesota Vikings,22,10,32.3,215,8.0,170,7.7,6.3,89,4.0,0,0.0%,0,0.0%,4,0,0,0,4,11.4%,4,9.8,/players/D/DarnSa00.htm,27,259,1,1,15,51,103.5,4,39,0,19,0,0,100.0,1020,Detroit Lions,1,U.S. Bank,indoors,turf,68,51,14,0,Clear
11,J.Goff,Detroit Lions,22,15,51.7,176,7.0,135,6.1,5.4,145,6.6,0,0.0%,0,0.0%,4,0,0,0,4,13.8%,0,0,/players/G/GoffJa00.htm,25,280,2,0,33,35,140.0,2,-4,0,0,2,0,100.0,1020,Minnesota Vikings,0,U.S. Bank,indoors,turf,68,51,14,0,Clear
12,K.Cousins,Atlanta Falcons,24,12,31.6,259,7.4,130,5.4,3.7,102,4.3,0,0.0%,0,0.0%,3,0,0,0,3,7.9%,0,0,/players/C/CousKi00.htm,35,232,1,2,16,26,72.6,1,-1,0,0,1,1,90.0,1020,Seattle Seahawks,1,Mercedes-Benz,indoors,turf,68,32,5,0,Clear
13,G.Smith,Seattle Seahawks,18,11,37.9,337,12.0,141,7.8,5.0,66,3.7,0,0.0%,0,0.0%,1,0,0,0,1,3.1%,3,5.0,/players/S/SmitGe00.htm,28,207,2,0,6,31,110.3,4,15,0,8,1,0,98.0,1020,Atlanta Falcons,0,Mercedes-Benz,indoors,turf,68,32,5,0,Clear
14,B.Purdy,San Francisco 49ers,17,8,25.0,272,8.8,135,7.9,4.4,77,4.5,0,0.0%,0,0.0%,1,0,0,0,1,2.7%,5,4.8,/players/P/PurdBr00.htm,31,212,0,3,3,41,36.7,8,27,2,9,0,0,100.0,1020,Kansas City Chiefs,1,Levi's,outdoors,grass,78,29,0,0,Clear
15,P.Mahomes,Kansas City Chiefs,16,11,37.9,213,7.9,53,3.3,2.0,101,6.3,0,0.0%,0,0.0%,2,0,0,0,2,6.3%,3,13.7,/players/M/MahoPa00.htm,27,154,0,2,9,26,44.4,5,39,1,33,0,0,100.0,1020,San Francisco 49ers,0,Levi's,outdoors,grass,78,29,0,0,Clear
16,T.Lawrence,Jacksonville Jaguars,15,9,45.0,115,5.8,105,7.0,5.3,88,5.9,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,1,11.0,/players/L/LawrTr00.htm,20,193,1,0,0,58,121.5,2,13,0,11,0,0,100.0,1020,New England Patriots,1,Wembley,outdoors,grass,62,85,9,90,Rain
17,D.Maye,New England Patriots,26,13,33.3,241,6.5,134,5.2,3.6,142,5.5,0,0.0%,0,0.0%,2,0,0,0,2,4.8%,3,6.0,/players/M/MayeDr00.htm,37,276,2,0,19,33,109.7,3,18,0,15,0,0,100.0,1020,Jacksonville Jaguars,0,Wembley,outdoors,grass,62,85,9,90,Rain
18,M.Mariota,Washington Commanders,18,12,50.0,241,10.5,155,8.6,6.7,50,2.8,0,0.0%,0,0.0%,1,0,0,0,1,3.8%,2,8.5,/players/M/MariMa01.htm,23,205,2,0,4,25,132.8,11,34,0,11,0,0,86.0,1020,Carolina Panthers,1,Northwest,outdoors,grass,75,24,3,0,Clear
19,A.Dalton,Carolina Panthers,11,5,27.8,76,4.8,57,5.2,3.6,36,3.3,0,0.0%,0,0.0%,2,0,0,0,2,10.5%,1,4.0,/players/D/DaltAn00.htm,16,93,0,2,4,29,44.0,2,3,0,4,0,0,93.0,1020,Washington Commanders,0,Northwest,outdoors,grass,75,24,3,0,Clear
20,M.Stafford,Los Angeles Rams,14,6,25.0,143,6.2,48,3.4,2.1,106,7.6,0,0.0%,0,0.0%,1,0,0,0,1,4.2%,0,0,/players/S/StafMa00.htm,23,154,0,1,10,37,62.6,2,-2,0,0,0,0,100.0,1020,Las Vegas Raiders,1,SoFi,indoors,turf,81,28,8,0,Rain
21,G.Minshew,Las Vegas Raiders,15,9,25.0,226,6.6,41,2.7,1.2,113,7.5,0,0.0%,0,0.0%,2,0,0,0,2,5.6%,0,0,/players/M/MinsGa00.htm,34,154,0,3,11,25,21.0,1,2,0,2,1,1,82.0,1020,Los Angeles Rams,0,SoFi,indoors,turf,81,28,8,0,Rain
22,A.Richardson,Indianapolis Colts,10,6,25.0,233,9.7,75,7.5,3.1,54,5.4,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,5,6.8,/players/R/RichAn03.htm,24,129,0,0,0,33,59.2,14,56,0,22,1,1,100.0,1020,Miami Dolphins,1,Lucas Oil,indoors,turf,66,41,6,0,Clear
23,T.Boyle,Miami Dolphins,8,3,23.1,70,5.4,34,4.3,2.6,40,5.0,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,1,4.0,/players/B/BoylTi00.htm,13,74,0,0,0,18,77.1,1,4,0,4,0,0,33.0,1020,Indianapolis Colts,0,Lucas Oil,indoors,turf,66,41,6,0,Clear
24,T.Huntley,Miami Dolphins,7,5,33.3,131,10.1,50,7.1,3.8,37,5.3,0,0.0%,0,0.0%,2,0,0,0,2,11.8%,2,3.5,/players/H/HuntTy01.htm,13,87,1,0,12,25,100.5,5,20,0,6,0,0,67.0,1020,Indianapolis Colts,0,Lucas Oil,indoors,turf,66,41,6,0,Clear
25,J.Allen,Buffalo Bills,21,14,41.2,295,8.9,149,7.1,4.5,174,8.3,0,0.0%,0,0.0%,1,0,0,0,1,2.9%,1,7.0,/players/A/AlleJo02.htm,33,323,2,0,8,57,116.1,3,1,0,7,0,0,100.0,1020,Tennessee Titans,1,Highmark,outdoors,turf,63,40,10,0,Clear
26,M.Rudolph,Tennessee Titans,25,13,30.2,225,5.6,104,4.2,2.6,111,4.4,0,0.0%,0,0.0%,3,0,0,0,3,6.8%,1,8.0,/players/R/RudoMa00.htm,40,215,1,1,15,26,74.5,5,13,0,8,3,1,100.0,1020,Buffalo Bills,0,Highmark,outdoors,turf,63,40,10,0,Clear
