Unnamed: 0,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
10,J.Daniels,Washington Commanders,24,16,42.1,278,7.9,168,7.0,4.8,101,4.2,0,0.0%,0,0.0%,3,0,0,0,3,7.1%,4,5.5,/players/D/DaniJa02.htm,35,269,2,0,16,28,110.3,6,22,0,9,0,0,100.0,1013,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,74,39,10,2,Clear
11,J.Hurts,Philadelphia Eagles,16,11,42.3,247,9.9,129,8.1,5.2,135,8.4,0,0.0%,0,0.0%,1,0,0,0,1,3.8%,0,0.0,/players/H/HurtJa00.htm,25,264,2,0,8,45,126.1,14,33,0,9,0,0,100.0,1013,Cleveland Browns,1,Lincoln Financial Field,outdoors,grass,72,42,7,4,Clear
12,D.Watson,Cleveland Browns,16,7,25.0,129,5.6,41,2.6,1.8,127,7.9,0,0.0%,0,0.0%,5,0,0,0,5,16.7%,2,6.0,/players/W/WatsDe00.htm,23,168,0,0,24,35,90.5,4,17,0,6,0,0,98.0,1013,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,72,42,7,4,Clear
13,D.Jones,New York Giants,22,10,23.3,279,6.8,78,3.5,1.9,127,5.8,0,0.0%,0,0.0%,2,0,0,0,2,4.4%,2,7.0,/players/J/JoneDa05.htm,41,205,0,1,15,15,57.5,11,56,0,13,0,0,100.0,1013,Cincinnati Bengals,1,MetLife,outdoors,turf,63,59,0,16,Clear
14,J.Burrow,Cincinnati Bengals,19,10,31.3,156,5.6,107,5.6,3.8,101,5.3,0,0.0%,0,0.0%,4,0,0,0,4,11.8%,2,28.5,/players/B/BurrJo01.htm,28,208,0,0,25,33,89.6,4,55,1,47,0,0,100.0,1013,New York Giants,0,MetLife,outdoors,turf,63,59,0,16,Clear
15,W.Levis,Tennessee Titans,16,7,25.9,200,7.4,53,3.3,2.0,42,2.6,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,3,5.0,/players/L/LeviWi00.htm,27,95,1,1,0,23,63.0,3,15,0,7,0,0,100.0,1013,Indianapolis Colts,1,Nissan,outdoors,grass,81,51,13,3,Clear
16,J.Flacco,Indianapolis Colts,22,11,28.9,329,8.7,89,4.0,2.3,100,4.5,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,1,1.0,/players/F/FlacJo00.htm,38,189,2,1,0,22,77.6,1,1,0,1,0,0,100.0,1013,Tennessee Titans,0,Nissan,outdoors,grass,81,51,13,3,Clear
17,D.Maye,New England Patriots,20,12,32.4,214,6.5,112,5.6,3.4,131,6.6,0,0.0%,0,0.0%,4,0,0,0,4,9.5%,5,7.6,/players/M/MayeDr00.htm,33,243,3,2,34,40,88.3,5,38,0,15,1,1,100.0,1013,Houston Texans,1,Gillette,outdoors,turf,48,61,3,20,Overcast
18,C.Stroud,Houston Texans,20,13,39.4,261,8.4,130,6.5,4.2,62,3.1,0,0.0%,0,0.0%,2,0,0,0,2,5.9%,1,8.0,/players/S/StroCJ00.htm,31,192,3,1,16,26,100.5,3,7,0,8,1,0,95.0,1013,New England Patriots,0,Gillette,outdoors,turf,48,61,3,20,Overcast
19,J.Love,Green Bay Packers,22,15,46.9,172,5.4,120,5.5,3.8,138,6.3,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,3,5.0,/players/L/LoveJo03.htm,32,258,4,1,0,44,119.5,5,13,0,6,0,0,100.0,1013,Arizona Cardinals,1,Lambeau Field,outdoors,grass,50,86,9,80,Rain
20,K.Murray,Arizona Cardinals,22,8,25.0,192,6.0,116,5.3,3.6,98,4.5,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,4,2.8,/players/M/MurrKy00.htm,32,214,1,0,0,27,97.7,7,14,0,5,1,1,100.0,1013,Green Bay Packers,0,Lambeau Field,outdoors,grass,50,86,9,80,Rain
21,B.Nix,Denver Broncos,19,10,28.6,329,10.0,151,7.9,4.6,65,3.4,0,0.0%,0,0.0%,2,0,0,0,2,4.9%,6,10.2,/players/N/NixxBo00.htm,33,216,2,1,10,37,84.9,6,61,0,21,0,0,100.0,1013,Los Angeles Chargers,1,Empower Field at Mile High,outdoors,grass,61,25,8,2,Partly Cloudy
22,J.Herbert,Los Angeles Chargers,21,10,27.0,281,8.3,114,5.4,3.4,123,5.9,0,0.0%,0,0.0%,3,0,0,0,3,7.9%,1,5.0,/players/H/HerbJu00.htm,34,237,1,0,15,38,92.4,4,2,0,5,1,0,100.0,1013,Denver Broncos,0,Empower Field at Mile High,outdoors,grass,61,25,8,2,Partly Cloudy
23,S.Rattler,New Orleans Saints,22,13,28.9,338,8.5,134,6.1,3.4,109,5.0,0,0.0%,0,0.0%,5,0,0,0,5,10.4%,3,9.0,/players/R/RattSp00.htm,40,243,1,2,21,41,60.7,4,27,0,16,1,0,100.0,1013,Tampa Bay Buccaneers,1,Caesars Superdome,indoors,turf,81,58,6,0,Clear
24,B.Mayfield,Tampa Bay Buccaneers,24,15,40.5,190,5.3,71,3.0,2.0,254,10.6,0,0.0%,0,0.0%,1,0,0,0,1,2.5%,3,9.7,/players/M/MayfBa00.htm,36,325,4,3,8,55,97.6,3,29,0,12,0,0,100.0,1013,New Orleans Saints,0,Caesars Superdome,indoors,turf,81,58,6,0,Clear
