,Name,Team,Cmp,1D,1D%,IAY,IAY/PA,CAY,CAY/Cmp,CAY/PA,YAC,YAC/Cmp,Drops,Drop%,BadTh,Bad%,Sk,Bltz,Hrry,Hits,Prss,Prss%,Scrm,Yds/Scr,Link,Pass_Att,Pass_Yds,Pass_TD,Int,Sk_Yds,Pass_Lng,Rate,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Fmb,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
16,B.Nix,Denver Broncos,19,9,24.3,253,7.7,123,6.5,3.7,100,5.3,0,0.0%,0,0.0%,4,0,0,0,4,9.8%,4,9.3,/players/N/NixxBo00.htm,33,223,0,1,28,34,65.6,6,36,0,15,0,0,100.0,1103,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,56,29,5,0,Clear
17,S.Darnold,Minnesota Vikings,28,16,42.1,250,7.4,192,6.9,5.6,98,3.5,0,0.0%,0,0.0%,4,0,0,0,4,10.3%,1,11.0,/players/D/DarnSa00.htm,34,290,3,2,30,41,107.1,4,14,0,11,1,1,100.0,1103,Indianapolis Colts,1,U.S. Bank,indoors,turf,48,96,9,14,Rain
18,J.Flacco,Indianapolis Colts,16,9,30.0,209,7.7,114,7.1,4.2,65,4.1,0,0.0%,0,0.0%,3,0,0,0,3,10.0%,0,0,/players/F/FlacJo00.htm,27,179,0,1,20,22,63.7,2,-1,0,0,1,1,100.0,1103,Minnesota Vikings,0,U.S. Bank,indoors,turf,48,96,9,14,Rain
19,G.Smith,Seattle Seahawks,21,14,34.1,355,10.4,220,10.5,6.5,143,6.8,0,0.0%,0,0.0%,7,0,0,0,7,16.3%,2,7.0,/players/S/SmitGe00.htm,34,363,3,3,46,46,90.7,6,16,0,11,1,0,100.0,1103,Los Angeles Rams,1,Lumen Field,outdoors,turf,53,83,3,30,Mostly Cloudy
20,M.Stafford,Los Angeles Rams,25,13,29.5,438,10.0,190,7.6,4.3,108,4.3,0,0.0%,0,0.0%,0,0,0,0,0,0.0%,0,0,/players/S/StafMa00.htm,44,298,2,1,0,39,83.3,1,0,0,0,1,0,100.0,1103,Seattle Seahawks,0,Lumen Field,outdoors,turf,53,83,3,30,Mostly Cloudy
21,K.Murray,Arizona Cardinals,13,7,30.4,126,6.3,58,4.5,2.9,96,7.4,0,0.0%,0,0.0%,3,0,0,0,3,13.0%,0,0,/players/M/MurrKy00.htm,20,154,0,0,17,23,88.3,2,6,0,6,1,1,95.0,1103,Chicago Bears,1,State Farm,indoors,grass,55,40,0,22,Mostly Cloudy
22,C.Williams,Chicago Bears,22,10,21.3,369,9.0,130,5.9,3.2,87,4.0,0,0.0%,0,0.0%,6,0,0,0,6,12.0%,3,2.0,/players/W/WillCa03.htm,41,217,0,0,45,44,68.9,4,5,0,2,0,0,100.0,1103,Arizona Cardinals,0,State Farm,indoors,grass,55,40,0,22,Mostly Cloudy
23,J.Burrow,Cincinnati Bengals,27,18,45.0,206,5.3,96,3.6,2.5,155,5.7,0,0.0%,0,0.0%,1,0,0,0,1,2.4%,1,10.0,/players/B/BurrJo01.htm,39,251,5,1,8,47,115.5,3,11,0,10,0,0,99.0,1103,Las Vegas Raiders,1,Paycor,outdoors,turf,72,40,6,2,Clear
24,D.Ridder,Las Vegas Raiders,11,4,20.0,87,5.4,52,4.7,3.3,22,2.0,0,0.0%,0,0.0%,4,0,0,0,4,19.0%,1,2.0,/players/R/RiddDe00.htm,16,74,1,0,34,22,99.5,1,2,0,2,1,1,43.0,1103,Cincinnati Bengals,0,Paycor,outdoors,turf,72,40,6,2,Clear
25,G.Minshew,Las Vegas Raiders,10,6,33.3,170,10.0,59,5.9,3.5,65,6.5,0,0.0%,0,0.0%,1,0,0,0,1,5.6%,0,0,/players/M/MinsGa00.htm,17,124,0,0,7,23,81.5,1,0,0,0,1,1,57.0,1103,Cincinnati Bengals,0,Paycor,outdoors,turf,72,40,6,2,Clear
26,J.Allen,Buffalo Bills,25,15,37.5,140,3.6,53,2.1,1.4,182,7.3,0,0.0%,0,0.0%,1,0,0,0,1,2.4%,1,14.0,/players/A/AlleJo02.htm,39,235,3,1,4,63,95.6,2,7,0,14,0,0,100.0,1103,Miami Dolphins,1,Highmark,outdoors,turf,51,40,6,1,Partly Cloudy
27,T.Tagovailoa,Miami Dolphins,25,14,48.3,137,4.9,109,4.4,3.9,122,4.9,0,0.0%,0,0.0%,1,0,0,0,1,3.3%,1,4.0,/players/T/TagoTu00.htm,28,231,2,0,7,28,124.9,2,3,0,4,0,0,100.0,1103,Buffalo Bills,0,Highmark,outdoors,turf,51,40,6,1,Partly Cloudy
