,Name,Team,Rush_Att,Rush_Yds,Rush_TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br,Rush_Lng,Tgt,Rec,Rec_Yds,Rec_TD,Rec_Lng,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
37,J.Bates,Washington Commanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Detroit Lions,0,Ford Field,indoors,turf,27,73,7,0,Clear
38,I.Smith,Houston Texans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,23,52,17,1,Clear
39,S.LaPorta,Detroit Lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Washington Commanders,1,Ford Field,indoors,turf,27,73,7,0,Clear
40,N.Collins,Houston Texans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,23,52,17,1,Clear
41,K.Raymond,Detroit Lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Washington Commanders,1,Ford Field,indoors,turf,27,73,7,0,Clear
42,A.St.,Detroit Lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Washington Commanders,1,Ford Field,indoors,turf,27,73,7,0,Clear
43,J.Crowder,Washington Commanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Detroit Lions,0,Ford Field,indoors,turf,27,73,7,0,Clear
44,D.Brown,Washington Commanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Detroit Lions,0,Ford Field,indoors,turf,27,73,7,0,Clear
45,O.Zaccheaus,Washington Commanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Detroit Lions,0,Ford Field,indoors,turf,27,73,7,0,Clear
46,T.Kelce,Kansas City Chiefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Houston Texans,1,GEHA Field at Arrowhead,outdoors,grass,23,52,17,1,Clear
47,T.Patrick,Detroit Lions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Washington Commanders,1,Ford Field,indoors,turf,27,73,7,0,Clear
48,X.Hutchinson,Houston Texans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,23,52,17,1,Clear
49,D.Schultz,Houston Texans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Kansas City Chiefs,0,GEHA Field at Arrowhead,outdoors,grass,23,52,17,1,Clear
50,T.McLaurin,Washington Commanders,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Detroit Lions,0,Ford Field,indoors,turf,27,73,7,0,Clear
51,N.Gray,Kansas City Chiefs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000018,Houston Texans,1,GEHA Field at Arrowhead,outdoors,grass,23,52,17,1,Clear
