,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 3 Percentages,Last 3 Correct,Last 5 Percentages,Last 5 Correct,Temperature,Wind,Humidity,Precipitation,Forecast,Stadium,Roof,Surface,Odds,Units,Payout,Profit,Over?,Under?,Prop Bets,Correct
12,D.Henry o89.5 rush yards,Jared Hochman,Baltimore Ravens,d.henry,Cincinnati Bengals,1,0.6666666666666666,1,0.6666666666666666,1,0.8,1,73,5,67,7,Clear,M&amp;T Bank,outdoors,grass,100.0,0.75,1.5,0.75,1,0,Rush_Yds,N
13,D.Henry u94.5 Rush Yds,sandyplashkes,Baltimore Ravens,d.henry,Cincinnati Bengals,1,0.4444444444444444,0,0.3333333333333333,0,0.4,0,73,5,67,7,Clear,M&amp;T Bank,outdoors,grass,-112.0,1.12,2.12,1.0,0,1,Rush_Yds,Y
14,M.Andrews o42.5 receiving yards,Rotowire Sleeper,Baltimore Ravens,m.andrews,Cincinnati Bengals,1,0.3333333333333333,0,0.0,0,0.4,0,62,2,67,6,Clear,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rec_Yds,Y
15,J.Tucker o1.5 FGs Made,Noto,Baltimore Ravens,j.tucker,Cincinnati Bengals,1,0.6666666666666666,1,0.6666666666666666,1,0.8,1,73,2,67,6,Clear,M&amp;T Bank,outdoors,grass,-150.0,1.5,2.5,1.0,1,0,FGM,N
16,C.Kolar u15.5 receiving yards,Rotowire Prizepicks,Baltimore Ravens,c.kolar,Cincinnati Bengals,1,0.6,1,0.6666666666666666,1,0.6,1,62,5,67,7,Clear,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5,0,1,Rec_Yds,Y
17,R.Bateman o0.5 rush_td+rec_td,shadybiev,Baltimore Ravens,r.bateman,Cincinnati Bengals,1,0.3333333333333333,0,0.3333333333333333,0,0.4,0,73,3,67,6,Clear,M&amp;T Bank,outdoors,grass,275.0,1.0,3.75,2.75,1,0,Rush_TD+Rec_TD,Y
18,A.Iosivas o22.5 Rec Yds,shadybiev,Cincinnati Bengals,a.iosivas,Baltimore Ravens,0,0.5555555555555556,1,0.0,0,0.4,0,73,3,67,6,Clear,M&amp;T Bank,outdoors,grass,-110.0,2.2,4.2,2.0,1,0,Rec_Yds,Y
19,A.Iosivas o34.5 Rec Yds,shadybiev,Cincinnati Bengals,a.iosivas,Baltimore Ravens,0,0.3333333333333333,0,0.0,0,0.4,0,73,3,67,6,Clear,M&amp;T Bank,outdoors,grass,150.0,1.0,2.5,1.5,1,0,Rec_Yds,N
20,D.Henry o3.5 receiving yards,Rotowire Prizepicks,Baltimore Ravens,d.henry,Cincinnati Bengals,1,0.7777777777777778,1,1.0,1,0.8,1,62,3,67,6,Clear,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5,1,0,Rec_Yds,N
21,A.Iosivas o21.5 Rec Yds,The_Oddsmaker,Cincinnati Bengals,a.iosivas,Baltimore Ravens,0,0.5555555555555556,1,0.0,0,0.4,0,73,3,67,6,Clear,M&amp;T Bank,outdoors,grass,-110.0,1.1,2.1,1.0,1,0,Rec_Yds,Y
22,L.Jackson o28.5 Pass Att,gneiffer07,Baltimore Ravens,l.jackson,Cincinnati Bengals,1,0.4444444444444444,0,0.3333333333333333,0,0.4,0,73,3,67,6,Clear,M&amp;T Bank,outdoors,grass,-120.0,1.2,2.2,1.0000000000000002,1,0,Pass_Att,Y
23,M.Andrews o0.5 rush_td+rec_td,gneiffer07,Baltimore Ravens,m.andrews,Cincinnati Bengals,1,0.3333333333333333,0,0.6666666666666666,1,0.6,1,73,3,67,6,Clear,M&amp;T Bank,outdoors,grass,200.0,1.0,3.0,2.0,1,0,Rush_TD+Rec_TD,Y
24,A.Iosivas o23.5 Rec Yds,charliedisturco,Cincinnati Bengals,a.iosivas,Baltimore Ravens,0,0.5555555555555556,1,0.0,0,0.4,0,73,5,67,7,Clear,M&amp;T Bank,outdoors,grass,-110.0,1.1,2.1,1.0,1,0,Rec_Yds,Y
25,L.Jackson u8.5 Rush Att,ThePropfessor_,Baltimore Ravens,l.jackson,Cincinnati Bengals,1,0.4444444444444444,0,0.6666666666666666,1,0.4,0,73,5,67,7,Clear,M&amp;T Bank,outdoors,grass,-105.0,1.05,2.05,0.9999999999999998,0,1,Rush_Att,Y
26,L.Jackson o233.5 Pass Yds,the_degenerates,Baltimore Ravens,l.jackson,Cincinnati Bengals,1,0.7777777777777778,1,1.0,1,1.0,1,73,5,67,7,Clear,M&amp;T Bank,outdoors,grass,-114.0,1.14,2.14,0.9999999999999998,1,0,pass yds,Y
27,J.Chase o79.5 Rec Yds,kylemurray03,Cincinnati Bengals,j.chase,Baltimore Ravens,0,0.3333333333333333,0,0.0,0,0.2,0,73,5,67,7,Clear,M&amp;T Bank,outdoors,grass,-113.0,1.13,2.13,1.0,1,0,Rec_Yds,Y
28,Z.Flowers o59.5 Rec Yds,kylemurray03,Baltimore Ravens,z.flowers,Cincinnati Bengals,1,0.5555555555555556,1,0.6666666666666666,1,0.8,1,73,5,67,7,Clear,M&amp;T Bank,outdoors,grass,-113.0,1.13,2.13,1.0,1,0,Rec_Yds,N
29,L.Jackson o224.5 Pass Yds,CeeJPicks,Baltimore Ravens,l.jackson,Cincinnati Bengals,1,0.7777777777777778,1,1.0,1,1.0,1,73,5,67,7,Clear,M&amp;T Bank,outdoors,grass,-145.0,1.45,2.45,1.0000000000000002,1,0,pass yds,Y
30,M.Andrews u46.5 receiving yards,Rotowire Prizepicks,Baltimore Ravens,m.andrews,Cincinnati Bengals,1,0.6666666666666666,1,1.0,1,0.6,1,73,5,67,7,Clear,M&amp;T Bank,outdoors,grass,100.0,1.5,3.0,1.5,0,1,Rec_Yds,N
31,M.Andrews o0.5 rush_td+rec_td,theprophunter0_,Baltimore Ravens,m.andrews,Cincinnati Bengals,1,0.3333333333333333,0,0.6666666666666666,1,0.6,1,71,5,67,7,Clear,M&amp;T Bank,outdoors,grass,155.0,0.5,1.275,0.7749999999999999,1,0,Rush_TD+Rec_TD,Y
32,C.Brown o0.5 rush_td+rec_td,theprophunter0_,Cincinnati Bengals,c.brown,Baltimore Ravens,0,0.5555555555555556,1,0.6666666666666666,1,0.8,1,71,5,67,7,Clear,M&amp;T Bank,outdoors,grass,-115.0,1.15,2.1499999999999995,0.9999999999999996,1,0,Rush_TD+Rec_TD,Y
33,J.Burrow u0.5 Int,PvB_Bets,Cincinnati Bengals,j.burrow,Baltimore Ravens,0,0.5555555555555556,1,0.3333333333333333,0,0.4,0,71,5,67,7,Clear,M&amp;T Bank,outdoors,grass,110.0,1.0,2.1,1.1,0,1,Int,Y
34,J.Chase o79.5 Rec Yds,JBBets1,Cincinnati Bengals,j.chase,Baltimore Ravens,0,0.3333333333333333,0,0.0,0,0.2,0,71,5,67,7,Clear,M&amp;T Bank,outdoors,grass,-122.0,0.82,1.4921311475409835,0.6721311475409836,1,0,Rec_Yds,Y
35,Z.Flowers o0.5 rush_td+rec_td,moneybadger24_,Baltimore Ravens,z.flowers,Cincinnati Bengals,1,0.2222222222222222,0,0.3333333333333333,0,0.2,0,71,5,67,7,Clear,M&amp;T Bank,outdoors,grass,240.0,0.75,2.55,1.7999999999999998,1,0,Rush_TD+Rec_TD,N
