,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,Rec_1D,Rec_YBC,Rec_YBC/R,Rec_YAC,Rec_YAC/R,ADOT,Rec_BrkTkl,Rec_Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,1D,YBC,YBC/R,YAC,YAC/R,BrkTkl,Rec/Br,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
10,R.McCloud,Atlanta Falcons,3,1,14,0,0,0,0,0,0,8.7,0,0.0,0,0.0,49.3,0,0,0,0,14,0,1,14,14.0,0,0.0,0,0.0,41.0,1216,Las Vegas Raiders,0,Allegiant,indoors,grass,54,18,0,0,Mostly Cloudy
11,K.Pitts,Atlanta Falcons,4,4,28,0,1,19,4.8,9,2.3,4.8,0,0.0,0,0.0,95.8,0,0,0,0,11,0,0,0,0,0,0,0,0.0,40.0,1216,Las Vegas Raiders,0,Allegiant,indoors,grass,54,18,0,0,Mostly Cloudy
12,D.London,Atlanta Falcons,3,3,53,1,0,0,0,0,0,13.0,0,0.0,0,0.0,158.3,0,0,0,0,30,0,3,39,13.0,14,4.7,0,0.0,98.0,1216,Las Vegas Raiders,0,Allegiant,indoors,grass,54,18,0,0,Mostly Cloudy
13,T.Allgeier,Atlanta Falcons,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,43,0,19,0,0,0,0,0,0,0,0,0.0,26.0,1216,Las Vegas Raiders,0,Allegiant,indoors,grass,54,18,0,0,Mostly Cloudy
14,B.Robinson,Atlanta Falcons,2,1,10,0,0,0,0,0,0,4.0,0,0.0,0,0.0,64.6,0,125,0,29,10,0,1,4,4.0,6,6.0,0,0.0,76.0,1216,Las Vegas Raiders,0,Allegiant,indoors,grass,54,18,0,0,Mostly Cloudy
15,J.Mundt,Minnesota Vikings,1,0,0,0,0,0,0,0,0,-5.0,0,0.0,0,0.0,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0.0,26.0,1216,Chicago Bears,1,U.S. Bank,indoors,turf,33,80,15,0,Overcast
16,J.Nailor,Minnesota Vikings,2,1,5,0,0,0,0,0,0,0.5,0,0.0,0,0.0,56.2,0,0,0,0,5,0,1,-1,-1.0,6,6.0,0,0.0,53.0,1216,Chicago Bears,1,U.S. Bank,indoors,turf,33,80,15,0,Overcast
17,T.Hockenson,Minnesota Vikings,7,5,52,0,4,31,6.2,21,4.2,7.9,0,0.0,0,0.0,92.6,0,0,0,0,16,0,0,0,0,0,0,0,0.0,65.0,1216,Chicago Bears,1,U.S. Bank,indoors,turf,33,80,15,0,Overcast
18,J.Addison,Minnesota Vikings,9,7,63,0,0,0,0,0,0,8.9,0,0.0,0,0.0,95.8,0,0,0,0,16,0,3,53,7.6,10,1.4,0,0.0,86.0,1216,Chicago Bears,1,U.S. Bank,indoors,turf,33,80,15,0,Overcast
19,J.Jefferson,Minnesota Vikings,13,7,73,1,0,0,0,0,0,11.8,0,0.0,0,0.0,63.9,0,0,0,0,21,0,3,36,5.1,37,5.3,0,0.0,88.0,1216,Chicago Bears,1,U.S. Bank,indoors,turf,33,80,15,0,Overcast
20,C.Akers,Minnesota Vikings,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,24,1,11,0,0,0,0,0,0,0,0,0.0,27.0,1216,Chicago Bears,1,U.S. Bank,indoors,turf,33,80,15,0,Overcast
21,A.Jones,Minnesota Vikings,3,2,20,0,0,0,0,0,0,-1.3,0,0.0,0,0.0,85.4,0,86,1,14,17,0,1,-3,-1.5,23,11.5,0,0.0,61.0,1216,Chicago Bears,1,U.S. Bank,indoors,turf,33,80,15,0,Overcast
22,C.Kmet,Chicago Bears,1,1,14,0,1,0,0.0,14,14.0,0.0,0,0.0,0,0.0,118.7,0,0,0,0,14,0,0,0,0,0,0,0,0.0,93.0,1216,Minnesota Vikings,0,U.S. Bank,indoors,turf,33,80,15,0,Overcast
23,R.Odunze,Chicago Bears,7,2,39,0,0,0,0,0,0,10.1,0,0.0,0,0.0,50.3,0,0,0,0,29,0,2,12,6.0,27,13.5,0,0.0,79.0,1216,Minnesota Vikings,0,U.S. Bank,indoors,turf,33,80,15,0,Overcast
24,K.Allen,Chicago Bears,13,6,82,1,4,59,9.8,23,3.8,11.2,0,0.0,0,0.0,92.5,0,0,0,0,26,0,0,0,0,0,0,0,0.0,82.0,1216,Minnesota Vikings,0,U.S. Bank,indoors,turf,33,80,15,0,Overcast
25,T.Homer,Chicago Bears,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0,7,0,4,0,0,0,0,0,0,0,0,0.0,25.0,1216,Minnesota Vikings,0,U.S. Bank,indoors,turf,33,80,15,0,Overcast
26,D.Moore,Chicago Bears,8,8,46,0,0,0,0,0,0,0.5,0,0.0,0,0.0,90.6,0,24,0,9,14,0,0,4,0.5,42,5.3,0,0.0,87.0,1216,Minnesota Vikings,0,U.S. Bank,indoors,turf,33,80,15,0,Overcast
27,D.Swift,Chicago Bears,1,1,10,0,0,0,0,0,0,0.0,0,0.0,0,0.0,108.3,0,79,0,17,10,0,1,0,0.0,10,10.0,0,0.0,69.0,1216,Minnesota Vikings,0,U.S. Bank,indoors,turf,33,80,15,0,Overcast
