,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
27,R.Bateman,Baltimore Ravens,5,4,66,1,2,56,14.0,10,2.5,17.2,0,0,0,0.0,118.7,0,0,0,0,42,0,63.0,1000019,Buffalo Bills,0,Highmark,outdoors,turf,19,89,5,40,Snow
29,I.Likely,Baltimore Ravens,5,4,73,1,2,56,14.0,17,4.3,17.4,0,0,0,0.0,158.3,0,0,0,0,39,0,80.0,1000019,Buffalo Bills,0,Highmark,outdoors,turf,19,89,5,40,Snow
31,M.Andrews,Baltimore Ravens,7,5,61,0,3,47,9.4,14,2.8,8.6,0,0,0,0.0,97.9,2,3,0,2,19,1,69.0,1000019,Buffalo Bills,0,Highmark,outdoors,turf,19,89,5,40,Snow
33,J.Hill,Baltimore Ravens,2,2,7,0,1,-2,-1.0,9,4.5,-1.0,0,0,0,0.0,81.2,6,50,0,22,4,0,41.0,1000019,Buffalo Bills,0,Highmark,outdoors,turf,19,89,5,40,Snow
35,A.Brown,Philadelphia Eagles,7,2,14,0,2,11,5.5,3,1.5,13.6,0,0,0,0.0,39.6,0,0,0,0,9,0,97.0,1000019,Los Angeles Rams,1,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
37,D.Smith,Philadelphia Eagles,4,4,21,0,0,9,2.3,12,3.0,2.3,0,0,0,0.0,88.5,0,0,0,0,7,0,90.0,1000019,Los Angeles Rams,1,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
39,D.Goedert,Philadelphia Eagles,4,4,56,0,2,26,6.5,30,7.5,6.5,0,0,0,0.0,118.7,0,0,0,0,31,0,95.0,1000019,Los Angeles Rams,1,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
41,K.Gainwell,Philadelphia Eagles,1,1,10,0,1,-4,-4.0,14,14.0,-4.0,0,0,0,0.0,108.3,1,10,0,10,10,0,10.0,1000019,Los Angeles Rams,1,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
43,S.Barkley,Philadelphia Eagles,4,4,27,0,1,0,0.0,27,6.8,0.0,0,0,0,0.0,94.8,26,205,2,78,16,0,90.0,1000019,Los Angeles Rams,1,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
45,C.Parkinson,Los Angeles Rams,2,2,9,1,1,8,4.0,1,0.5,4.0,0,0,0,0.0,125.0,0,0,0,0,5,0,6.0,1000019,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
47,J.Whittington,Los Angeles Rams,1,1,12,0,1,11,11.0,1,1.0,11.0,0,0,0,0.0,116.7,0,0,0,0,12,0,15.0,1000019,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
49,T.Atwell,Los Angeles Rams,1,1,18,0,1,18,18.0,0,0.0,18.0,0,0,0,0.0,118.7,0,0,0,0,18,0,3.0,1000019,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
51,T.Higbee,Los Angeles Rams,10,7,54,1,3,19,2.7,35,5.0,2.7,0,0,0,0.0,116.2,0,0,0,0,20,0,82.0,1000019,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
53,C.Kupp,Los Angeles Rams,7,5,61,0,3,50,10.0,11,2.2,14.0,0,0,0,0.0,97.9,0,0,0,0,30,0,96.0,1000019,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
55,D.Robinson,Los Angeles Rams,7,3,74,0,3,71,23.7,3,1.0,17.0,0,0,0,0.0,81.8,0,0,0,0,48,0,90.0,1000019,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
57,P.Nacua,Los Angeles Rams,14,6,97,0,3,68,11.3,29,4.8,12.4,0,0,0,0.0,66.7,0,0,0,0,37,0,89.0,1000019,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
59,K.Williams,Los Angeles Rams,2,1,-1,0,0,-8,-8.0,7,7.0,-4.0,0,0,0,0.0,56.2,19,106,0,30,-1,1,100.0,1000019,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
60,J.Hurts,Philadelphia Eagles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000019,Los Angeles Rams,1,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
61,R.Davis,Buffalo Bills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000019,Baltimore Ravens,1,Highmark,outdoors,turf,19,89,5,40,Snow
62,D.Henry,Baltimore Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000019,Buffalo Bills,0,Highmark,outdoors,turf,19,89,5,40,Snow
63,L.Jackson,Baltimore Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1000019,Buffalo Bills,0,Highmark,outdoors,turf,19,89,5,40,Snow
64,M.Stafford,Los Angeles Rams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1000019,Philadelphia Eagles,0,Lincoln Financial Field,outdoors,grass,34,88,9,86,Snow
65,J.Allen,Buffalo Bills,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000019,Baltimore Ravens,1,Highmark,outdoors,turf,19,89,5,40,Snow
