,Name,Team,Tgt,Rec,Rec_Yds,Rec_TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Rat,Rush_Att,Rush_Yds,Rush_TD,Rush_Lng,Rec_Lng,FL,Pct,Date,Opponent,Hmcrt_adv,Stadium,Roof,Surface,Temperature,Humidity,Wind,Precipitation,Forecast
21,T.Fisk,Los Angeles Chargers,1,1,15,0,1,13,13.0,2,2.0,13.0,0,0,0,0.0,118.7,0,0,0,0,15,0,21.0,1000011,Houston Texans,0,NRG,indoors,turf,54,41,9,0,Clear
23,W.Dissly,Los Angeles Chargers,5,2,16,0,0,2,1.0,14,7.0,5.0,0,0,0,0.0,9.2,0,0,0,0,9,0,70.0,1000011,Houston Texans,0,NRG,indoors,turf,54,41,9,0,Clear
25,L.McConkey,Los Angeles Chargers,14,9,197,1,8,118,13.1,79,8.8,14.9,0,0,0,0.0,101.8,0,0,0,0,86,0,89.0,1000011,Houston Texans,0,NRG,indoors,turf,54,41,9,0,Clear
27,A.Miller,Baltimore Ravens,3,3,12,0,0,11,3.7,1,0.3,3.7,0,0,0,0.0,83.3,0,0,0,0,5,0,12.0,1000011,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
29,T.Wallace,Baltimore Ravens,2,1,21,0,1,11,11.0,10,10.0,7.5,0,0,0,0.0,87.5,0,0,0,0,21,0,53.0,1000011,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
31,R.Bateman,Baltimore Ravens,2,2,24,1,2,21,10.5,3,1.5,10.5,0,0,0,0.0,156.2,0,0,0,0,15,0,49.0,1000011,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
33,N.Agholor,Baltimore Ravens,1,1,25,0,1,16,16.0,9,9.0,16.0,0,0,0,0.0,118.7,0,0,0,0,25,0,27.0,1000011,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
35,I.Likely,Baltimore Ravens,4,3,53,0,2,29,9.7,24,8.0,9.0,0,0,0,0.0,116.7,0,0,0,0,25,0,80.0,1000011,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
37,M.Andrews,Baltimore Ravens,3,2,27,0,2,9,4.5,18,9.0,7.3,0,0,0,0.0,95.1,2,5,0,3,20,0,61.0,1000011,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
39,J.Hill,Baltimore Ravens,4,4,13,1,2,-8,-2.0,21,5.3,-2.0,0,0,0,0.0,119.8,6,12,0,5,7,0,39.0,1000011,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
41,D.Washington,Pittsburgh Steelers,3,1,9,0,0,4,4.0,5,5.0,6.0,0,0,0,0.0,42.4,0,0,0,0,9,0,46.0,1000011,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
43,P.Freiermuth,Pittsburgh Steelers,4,3,15,0,0,10,3.3,5,1.7,3.5,0,0,0,0.0,80.2,0,0,0,0,9,0,59.0,1000011,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
45,C.Austin,Pittsburgh Steelers,2,1,25,0,1,24,24.0,1,1.0,33.5,0,0,0,0.0,95.8,0,0,0,0,25,0,72.0,1000011,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
47,M.Williams,Pittsburgh Steelers,2,1,37,0,1,20,20.0,17,17.0,12.5,0,0,0,0.0,95.8,0,0,0,0,37,0,20.0,1000011,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
49,V.Jefferson,Pittsburgh Steelers,2,2,37,1,1,37,18.5,0,0.0,18.5,0,0,0,0.0,158.3,0,0,0,0,30,0,74.0,1000011,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
51,G.Pickens,Pittsburgh Steelers,5,5,87,1,4,66,13.2,21,4.2,13.2,0,0,0,0.0,158.3,0,0,0,0,36,0,78.0,1000011,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
53,J.Warren,Pittsburgh Steelers,5,4,19,0,1,-9,-2.3,28,7.0,-2.2,0,0,0,0.0,82.5,2,6,0,4,7,0,54.0,1000011,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
55,N.Harris,Pittsburgh Steelers,3,3,41,0,1,-8,-2.7,49,16.3,-2.7,0,0,0,0.0,118.7,6,17,0,5,21,0,46.0,1000011,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
56,R.Wilson,Pittsburgh Steelers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000011,Baltimore Ravens,0,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
57,G.Edwards,Los Angeles Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000011,Houston Texans,0,NRG,indoors,turf,54,41,9,0,Clear
58,D.Ogunbowale,Houston Texans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000011,Los Angeles Chargers,1,NRG,indoors,turf,54,41,9,0,Clear
59,S.Sims,Baltimore Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000011,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
60,D.Henry,Baltimore Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000011,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
61,H.Haskins,Los Angeles Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000011,Houston Texans,0,NRG,indoors,turf,54,41,9,0,Clear
62,C.Stroud,Houston Texans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000011,Los Angeles Chargers,1,NRG,indoors,turf,54,41,9,0,Clear
63,J.Dobbins,Los Angeles Chargers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000011,Houston Texans,0,NRG,indoors,turf,54,41,9,0,Clear
64,L.Jackson,Baltimore Ravens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000011,Pittsburgh Steelers,1,M&amp;T Bank,outdoors,grass,34,66,8,0,Clear
65,D.Pierce,Houston Texans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1000011,Los Angeles Chargers,1,NRG,indoors,turf,54,41,9,0,Clear
